tweet_index,tweet_id,date,text,phase,emotions,like_count,retweet_count,impression_count,reply_count,gender,org,matched_keywords,gold_problem,gold_emotion,gold_meaning,gpt_avoidance,gpt_confidence,gpt_reasoning
127,1627828809331351552,2023-02-21 00:33:26,#istanbulda depreme dayanıksız binaların yıkımına başlanmalı ve o binaların yerleri deprem toplanma alanı olarak kullanılmalı #ibb #AFAD  #ekremimamoglu,4,['notr'],2,0,198,0,female,person,['AFAD'],1,0,0,0,high,"Tweet, depreme dayanıksız binaların yıkılması ve yerlerinin deprem toplanma alanı olarak kullanılması gibi pratik bir çözüm önerisi sunuyor."
128,1623472276329967616,2023-02-09 00:02:07,Kac gun oldu bilmiyorum o andan beri enkazin altinda bekleyen var  kac yağmur yagdi kac dolu yagdi kac firtina koptu o andan beri bilmiyorum donuyorlar bekliyorlar incecik pijamasiyla uyuyorlardi  cok gec kaldik cok allahm dayanma gucu ver,2,['uzuntu'],0,0,45,0,male,person,['enkaz'],0,1,0,0,high,"Tweet, çaresizlik ve dua içeren duygusal ifadeler barındırıyor."
129,1623472451857354753,2023-02-09 00:02:49,"75 yaşında Bekir amca, depremin 71.saatinde enkazdan çıkarıldığı anlari nefes almadan izledim. Öyle bir çalışma yapıldı o kadar kritik ve başarılıydı ki. Insallah daha çok görürüz böyle şeyleri ve daha fazla depremzedeye ulaşılır 🙏🏻",2,"['mutluluk', 'minnet', 'arzu']",0,0,155,0,male,person,['enkaz'],0,1,0,0,high,"Tweet, duygusal bir ifade olan umut ve şükran içeriyor, ancak pratik çözüm veya anlam çıkarma yok."
130,1624924717156126721,2023-02-13 00:13:36,Enkazda ses vardı kimse yoktu ..Herkes geldi ama  bu sefer enkazdan ses yoktu ..#@denizoovic @emirhanasln1907,3,['notr'],0,0,357,0,female,person,['enkaz'],0,1,0,0,high,"Tweet, enkazda ses duyulmasına rağmen yardım gelmediği ve sonrasında sesin kesildiği durumu anlatarak duygusal bir çaresizlik ifadesi içeriyor."
131,1622617622603866113,2023-02-06 15:26:02,"Çekmece, 424. Sk. No:26, 31141 Antakya/Hatay deprem saatinden beri haber alamıyoruz çok acil 
KAAN KARACA
ALİ KARACA
CEYLAN KARACA
ALEYNA KARACA
OKAN KARACA

#DEPREM #DEPREMOLDU #antakya #hataydeprem @ahbap @AFADTurkiye @AFADHatay",1,['kaygi'],4,2,620,0,female,person,"['#deprem', 'AFAD']",1,0,0,0,high,"Tweet, kayıp kişilerin bulunması için adres ve isim bilgisi vererek yardım çağrısında bulunuyor, bu da problem odaklı başa çıkma stratejisine girer."
132,1622439974829281281,2023-02-06 03:40:08,"@FatmaSahin @AFADBaskanlik @DepremDairesi @gantepvaliligi !! ACİL YARDIM!! MEHMET AKİF ERSOY MAHALLESİ BAHÇELİEVLER CADDESİ NO:10
GAZİANTEP/NURDAĞI
ENKAZ ALTINDA KALANLAR VAR ULAŞAMIYORUZ ACİL YARDIM",1,['notr'],2,2,289,0,female,person,"['deprem yardım', 'enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altında kalanlar için acil yardım çağrısı yaparak pratik bir çözüm sunuyor."
133,1627823198245888001,2023-02-21 00:11:08,"Geçmiş Olsun Hatay. 
#hataydeprem #samandag
#turkeyearthquake2023
#depremoldu
#kıyamet",4,"['kaygi', 'uzuntu']",0,0,434,0,male,person,['#deprem'],0,1,0,0,high,"Tweet, 'Geçmiş Olsun Hatay' ifadesiyle duygusal bir destek ve iyi dilek içeriyor."
134,1624926269530951681,2023-02-13 00:19:46,"Adıyaman’ın köylerine yardım götürdük. Bu kadim millet, her şeyini kaybettiği halde bizleri yemeğini yedirmeden, suyunu içirmeden göndermediler. Herkes tüm gücüyle yardımlaşıyor. Umarım bir daha böyle bir afet görmeyiz.
@sadakatasi @kemal_ozdal #deprem https://t.co/V6CmtJjZt2",3,['umut'],7,1,442,0,male,person,"['#deprem', 'deprem yardım']",1,1,0,0,high,"Tweet, yardım götürme ve yardımlaşma gibi pratik çözümlerden bahsederken, aynı zamanda duygusal ifadelerle şükran ve umut dile getiriyor."
135,1623471858388553728,2023-02-09 00:00:28,"@ProfDemirtas İstanbul'da jeneratör tamircisi arkadaşım var.Deprem bölgesinde gönüllü çalışmak istiyor. Bireysel gitmek istemiyor.  @AFADBaskanlik @ahbap ile iletişim kuramamış.  Buradan @Ahbap_Ankara  veya @AFAD_Ankara görevlisi irtibata geçerse ileteyim.

Ltf RT edelim belki ilgililer götür.",2,['notr'],1,1,71,0,male,person,['AFAD'],1,0,0,0,high,"Tweet, jeneratör tamircisi bir kişinin deprem bölgesinde gönüllü çalışmak istemesi ve ilgili kurumlarla iletişim kurma çabası üzerinden yardım koordinasyonu ve pratik çözüm odaklıdır."
136,1622456355066978305,2023-02-06 04:45:13,"Deprem bölgesi dışında lütfen telefonları kullanmayalım.
#depremoldu",1,['notr'],0,0,266,0,male,person,['#deprem'],1,0,0,0,high,"Tweet, telefon kullanımını sınırlayarak yardım koordinasyonuna katkıda bulunmayı amaçlayan pratik bir çözüm öneriyor."
137,1623471970204454912,2023-02-09 00:00:55,@AFADBaskanlik @DepremDairesi @HatayValiligi @ahbap @haluklevent antakya hasan-gizem-görkem dönmez ve cok insan enkaz altinda lutfen yardim edin.Cebrail mah.fatih cad.hüseyin dönmez apt no 30 bugun saat 17'de ayni kattan 3 kisi sağ cikardik ama beton blok var lütfen yardım edin.,2,['uzuntu'],0,0,4,0,female,person,"['deprem yardım', 'enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altındaki kişilerin kurtarılması için spesifik bir adres vererek yardım çağrısında bulunuyor, bu da problem odaklı başa çıkma stratejisine girer."
138,1623074631900090368,2023-02-07 21:42:02,"Grup üyemiz:

hatay antakya akçaova köyü. 500 600 kişiye yakın serada mahsur bekliyorlar. kendi imkanlarıyla çadır kurmuşlar bekliyorlar

#deprem",1,['notr'],291,343,36785,39,male,org,['#deprem'],1,0,0,0,high,"Tweet, mahsur kalan kişilerin yerini ve durumunu bildirerek yardım koordinasyonuna yönelik bilgi paylaşımı yapmaktadır."
139,1622413457415966722,2023-02-06 01:54:45,İnşallah can kaybımız yoktur geçmiş olsun #Türkiye #deprem #Gaziantep #Kahramanmaraş #Adana 🤲🏻,1,['uzuntu'],2,0,1995,0,female,person,"['#deprem', '#Kahramanmaraş', '#Gaziantep']",0,1,0,0,high,"Tweet, dua ve iyi dileklerle duygusal bir ifade içeriyor."
140,1624924551770435585,2023-02-13 00:12:57,"Anneannem kuzenim ailesi hala enkaz altında tıklama sesi duyulmuş ve termal ısı hissedilmiş lütfen acilll destek yollayin
Ürgenpaşa mah Atatürk caddesi Suphi Karakaya apartman no 67 HATAY
#DEPREMZEDELER #hatayantakya #YardimEdin #tahaduymaz #AFAD #hatayafad #Hatay #DEPREMOLDU https://t.co/uFcr4O9HmU",3,"['kaygi', 'uzuntu']",30,34,4479,3,female,person,"['#deprem', 'enkaz', 'AFAD']",1,1,0,0,high,"Tweet, enkaz altında kalanlar için acil yardım çağrısı yaparak problem odaklı bir yaklaşım sergiliyor ve aynı zamanda duygusal bir yardım talebi içeriyor."
141,1622878554152206337,2023-02-07 08:42:53,"@haluklevent 1 günden beri enkaz altında Ekinci Mahallesi Sehit bilgin sokak Atilla eren apartmanı Hatay/Antakya
herhangi bir yardım gitmedi",1,['notr'],0,0,145,0,female,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan bir yerin bilgisini paylaşarak yardım çağrısında bulunuyor."
142,1623472345355587585,2023-02-09 00:02:24,@sertacsaricicek @AFADBaskanlik @AFADKMaras @Kizilay @KizilayKMaras 2 cenazemiz çıkarıldı 1 tanesi halen göçük altında hamile bir bayan ve oğlu..Cenazeleri kim teslim aldı nereye götürdüler lütfen bir bilgi verin ulaşamıyoruz,2,['notr'],0,0,30,0,male,person,['AFAD'],1,1,0,0,high,"Tweet, göçük altındaki kişilerin durumu hakkında bilgi talep ederek pratik bir çözüm arayışı ve duygusal bir ifade içeriyor."
143,1627824238362087424,2023-02-21 00:15:16,"#istanbulda #deprem #depremoldu  #TuerkiyəSəninləyik  ""Evet memleket bir zelzele arifesinde. Evet! İnsanın değeri bir araba beygirininkinden çok daha aşağı, boğuluyoruz, doğru."" (Jurnal,)",4,['kaygi'],1,0,338,0,male,person,['#deprem'],0,0,1,0,high,"Tweet, insan değerinin sorgulanması ve toplumsal eleştiri yaparak anlam çıkarma içeriyor."
144,1622556225303871490,2023-02-06 11:22:04,"Hatay’da enkaz altından çıkarılmış ailesine ulaşılamıyormuş, yayalım.
#Hatay #hatayafad #hatayantakya #HataydaDeprem #deprem https://t.co/9EOCJCG1fu",1,['notr'],3,8,711,0,male,person,"['#deprem', 'enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altından çıkarılmış bir kişinin ailesine ulaşılması için bilgi yayma çağrısı yaparak pratik bir çözüm sunuyor."
145,1624923526862983169,2023-02-13 00:08:53,"▪️Hiç görmedikleri enkazların altına, gövdesini siper edenleri gömüyorlardı, acımasızca..

(1) De ki: ""Ey inkârcılar!
(2) Ben sizin tapmakta olduğunuz şeylere tapmam.
(3) Siz de benim taptığıma tapıyor değilsiniz.
(4) Ben sizin taptıklarınıza tapacak değilim. https://t.co/Jr4tgzQmL6",3,['ofke'],88,22,1928,1,male,person,['enkaz'],0,1,1,0,high,"Tweet, duygusal bir ifade ve dini bir anlam çıkarma içeriyor."
146,1624927549787701250,2023-02-13 00:24:52,Al sana Afad. Cumhuriyetin zenginliklerine konduğunuz gibi afadınızda herkesin emeğine konuyor,3,"['onaylamama', 'ofke']",0,0,69,0,male,person,['AFAD'],0,0,1,0,high,"Tweet, AFAD üzerinden hükümete yönelik eleştiri ve sorumluluk atfı içeriyor."
147,1622420910358552578,2023-02-06 02:24:22,Adana Yurt mahallesi 71477 sokak Zeray Apt 6.kat lütfen yardım edin arkadaşımdan mesaji attiktan sonra haber alamadik @deprem @adana https://t.co/wAtZrfBHRm,1,['notr'],502,681,154271,22,male,person,['deprem yardım'],1,1,0,0,high,"Tweet, yardım çağrısı yaparak pratik çözüm arayışında ve kaygı/çaresizlik duygusu içeriyor."
148,1624105046542524419,2023-02-10 17:56:32,"""Kent meydanında tek AFAD çadırı polis merkezi yapılmış"" @hazardost 

https://t.co/2nk9CpX3ay",2,['notr'],17,11,1911,0,female,person,['AFAD'],0,0,1,0,high,"Tweet, AFAD çadırının polis merkezi yapılmasını eleştirerek toplumsal bir sorumluluk atfında bulunuyor."
149,1624928258234937344,2023-02-13 00:27:41,"“Dışardayız işte, deprem olduğundan beri soğuk -13 derecedeyiz. Çadır ihtiyacımız karşılanmadı, belli bir kısmı çadır geldi ama çok yetersiz geldi. İlk gün zaten gıda yardımı gelmedi, 2. sabah ilk yardıma @ODTUEMD odtülü öğrenciler gönderdiler.”",3,['kaygi'],7,1,368,1,male,person,['deprem yardım'],0,0,1,0,high,"Tweet, çadır ve gıda yardımı gibi pratik ihtiyaçların karşılanmadığını belirterek yardım koordinasyonu ve kaynak yönlendirme ihtiyacını vurguluyor."
150,1630245511730192385,2023-02-27 16:36:33,"@yagiz2019 basiniz sagolsun kac yakininizi kaybettiniz,enkazdan kac tanesi cikarabildiniz  kac bebeniz sag cikti ve yasiyor ?",4,"['kaygi', 'uzuntu']",4,0,933,0,female,person,['enkaz'],0,1,0,0,high,"Tweet, başsağlığı dileyerek duygusal bir ifade içeriyor."
151,1622475575062323203,2023-02-06 06:01:35,Yeşilyurt mahallesi saadet apartmanı ablok no3 merkez adıyaman akrabalarımızdan haber alamıyoruz lütfen yayalım @AFADAdiyaman @DepremDairesi,1,['notr'],8,10,981,0,male,person,['AFAD'],1,0,0,0,high,"Tweet, belirli bir lokasyondaki bina hakkında bilgi vererek yardım çağrısında bulunuyor."
152,1623090605151617025,2023-02-07 22:45:30,"""GENERAL ŞÜKRÜ KANATLI MAHALLESİ FATİH CADDESİ ÜSTÜN APARTMANI 1. KAT HATAY ESKİ STADYUM YANI 2 arkadaşım enkaz altında ses yok ulaşamıyoruz acil yardım yollayın lütfen 
0506 119 98 72 
0546 866 54 95
Meryem - Miyase ATALAY hala enkaz altındalar yardıma ihtiyaçları var.""",1,['notr'],5,18,273,1,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini ve iletişim numaralarını paylaşarak acil yardım çağrısında bulunuyor, bu da problem odaklı başa çıkma stratejisine girer."
153,1623276345215135752,2023-02-08 11:03:34,"Yazıhan/ Malatya yeni bahçelievler caddesi yeni mahalle no:1/a  20 kişi günlerdir açlar çocuk, kanser hastası bulunuyor gıda su battaniye ısıtıcı giyim ayakkabı çocuk bezi maması ağrı kesici
İhtiyaç sahip;0531 630 51 09
#malatya #yardımedin @ahbap @DepremDairesi",1,['notr'],0,0,83,0,female,person,['deprem yardım'],1,0,0,0,high,"Tweet, ihtiyaç sahiplerinin adres ve iletişim bilgilerini vererek yardım çağrısında bulunuyor, bu nedenle problem odaklı bir yaklaşım sergiliyor."
154,1622408982005424131,2023-02-06 01:36:58,@DepremDairesi @AFADBaskanlik @trthaber @anadoluajansi Of Allah yardım etsin,1,['arzu'],0,0,4661,0,male,person,"['deprem yardım', 'AFAD']",0,1,0,0,high,"Tweet, duygusal bir ifade olan 'Allah yardım etsin' ifadesini içeriyor."
155,1627824784053501953,2023-02-21 00:17:26,@NihalOzvatan @haluklevent Afad ile ahbap dost demeye calisiyor adam hizmet verebilsin diye,4,['ofke'],3,0,973,0,male,person,['AFAD'],0,0,1,0,medium,"Tweet, AFAD ve Ahbap'ın işbirliğine dair bir yorum yaparak toplumsal bir anlam çıkarma çabası içeriyor."
156,1624922615004508161,2023-02-13 00:05:15,Arkadaşım Esra Nur Tekgöz den 7 gündür haber alamıyoruz. Enkaz'dan çıkmadı. Adana Mersin İstanbul Niğde Kayseri Ankara çevre illerde görev yapan doktor hemşire arkadaşlarımızdan hastanelerde sorgulama yapmasını Rica ediyorum. Nolur bize iyi bir haber verin nolur...(Hatay),3,"['uzuntu', 'arzu']",8,24,5489,1,female,person,['enkaz'],1,1,0,0,high,"Tweet, kayıp bir kişiyi bulmak için yardım talep ediyor ve duygusal bir çağrı içeriyor."
157,1622716032942047244,2023-02-06 21:57:05,"20 saatte Antakya’ya gidilememesinin mantıklı açıklamasını bulamıyorum. Havaalanına uçak inemiyorsa helikopteri var. Sorun her neyse bunca zaman çözümü bulunmalıydı. Yeni yeni başladı yardımlar, umarım çok geç kalınmamıştır 🙏🏼 #deprem",1,"['umut', 'minnet']",0,0,127,0,male,person,"['#deprem', 'deprem yardım']",0,1,1,0,high,"Tweet, yardımın geç kalmasıyla ilgili endişe ve umudu ifade ederken, aynı zamanda sorumluluk atfı yaparak anlam çıkarıyor."
158,1623471954115149824,2023-02-09 00:00:51,@OguzhanUgur ADIYAMAN MERKEZ turgut reis mahallesi 109.sokak ihh binası yanı kazım sucu ilk depremden beri hala enkaz  altında ve yaşıyor acil yardm!!!,2,['notr'],0,2,36,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan bir kişi için acil yardım çağrısı yaparak pratik çözüm odaklı bir bilgi paylaşımı içeriyor."
159,1627826850872324096,2023-02-21 00:25:39,#Hatay 'da #kıyamet kopuyor. üst üste milyonlarca #depremoldu millet 15-16 gün geçmesine hala çadır bekliyor. #YardımParalarıNerede kardeşim? hani açıklayacaktınız nereye harcandığını???,4,"['onaylamama', 'ofke']",0,0,701,0,male,person,"['#deprem', 'deprem yardım']",0,0,1,0,high,"Tweet, yardım paralarının nereye harcandığına dair hesap sorma ve sorumluluk atfı içeriyor."
160,1622507740177350658,2023-02-06 08:09:24,"Dostumuz Mehmetcan Ağırbaş, Malatya'da kaldığı otelde enkaz altında. Lütfen yardım edin.
Kırçuval Otel Battalgazi, Dabahkane mahallesi, Turgut Temelli caddesi NO:26
MALATYA",1,['notr'],562,781,91705,10,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan bir kişi için spesifik bir konum bilgisi vererek yardım çağrısında bulunuyor, bu da problem odaklı başa çıkma kategorisine girer."
161,1622416699180941312,2023-02-06 02:07:38,Allahım yardım et Çok büyük çok 😪🤦🏻‍♀️ #deprem,1,['uzuntu'],0,0,667,0,male,person,"['#deprem', 'deprem yardım']",0,1,0,0,high,"Tweet, dua ve çaresizlik ifadesi içerdiği için emotion_focused kategorisine girer."
162,1624922580040785920,2023-02-13 00:05:07,@gulbenergen Gerçekten abla aynen öyle enkazdan çıkacak bir can haberi almak için tv karşısında bekler olduk,3,['uzuntu'],1,0,373,0,female,person,['enkaz'],0,1,0,0,high,"Tweet, enkazdan çıkacak bir can haberi beklerken yaşanan duygusal durumu ifade ediyor."
163,1627823237601103874,2023-02-21 00:11:17,"Bir kişi bile ölmeyebilirdi. Bunun yükünü, acısını hiç mi idrak edemiyorsunuz? Hâlâ aklama peşindesiniz? Hâlâ aynı kafada devam ederseniz oy vereceğiniz bir ülke olmayacak. Siyasi tartışma yapacağınız bir ülke olmayacak. Bu ülke deprem bölgesinde en büyük öncelik bu",4,['ofke'],0,0,64,0,male,person,['AFAD'],0,0,1,0,high,"Tweet, sorumluluk atfı ve toplumsal eleştiri içeren ideolojik bir anlam çıkarma barındırıyor."
164,1622567241509224449,2023-02-06 12:05:50,"Allah'a şükürler olsun sonunda çocuklar kurtarıldı.
Bir binanın enkazı altında kalan çocuklar kurtarıldı. (Konum bilinmiyor)

#Turkey 
#Deprem https://t.co/mLRi9gW8zs",1,['minnet'],684,71,107026,2,male,org,"['#deprem', 'enkaz']",0,1,0,0,high,"Tweet, çocukların kurtarılmasına duyulan şükran ve sevinci ifade ediyor."
165,1627825324447653888,2023-02-21 00:19:35,"#ÜmitÖzdağ, #depreme canlı yayında yakalandı https://t.co/qPugmdSVjw",4,['kaygi'],0,0,112,0,female,person,['#deprem'],0,0,0,0,high,"Tweet, sadece bir olayın haberini vermekte ve herhangi bir duygusal ifade, anlam çıkarma veya problem çözme içermemektedir."
166,1627822569003929602,2023-02-21 00:08:38,@selcukdogann Deprem bölgesine yardımı götüren çalışanlardan birine denk geldigimde kendisine teşekkür ettim. Tabi şaşırdı o da biraz. Aynı değiliz kısacası. Olamayız da. Olamazlar da...,4,['saskinlik'],0,0,45,0,male,person,['deprem yardım'],0,1,1,0,high,"Tweet, yardım eden kişiye teşekkür ederek şükran duygusunu ifade ediyor ve toplumsal farklılıklar üzerinden anlam çıkarıyor."
167,1623282184181129218,2023-02-08 11:26:46,KEDİSİ CANLI BİR ŞEKİLDE ENKAZDAN ÇIKARILDI SEMAYIDA KURTARABİLİRİZ LÜTFEN  @pusholder @AFADBaskanlik @OguzhanUgur @haluklevent @ahbap_istanbul @ahbap https://t.co/LKJlTopkHJ,1,['notr'],5,2,460,0,female,person,"['enkaz', 'AFAD']",1,0,0,0,high,"Tweet, enkazdan canlı çıkarılan bir kedi örneği üzerinden yardım çağrısı yaparak pratik çözüm ve yardım koordinasyonu sağlamaya çalışıyor."
168,1622912775096832003,2023-02-07 10:58:52,@nirvana__11 @FranceenTurquie @Interieur_Gouv @CdCMAE @MinColonna @francediplo @Herve_Magro @PompiersParis @EtatMajorFR @armeedeterre ARKADAŞIMIZ VE AİLESİNE DEPREM ANIMDAN BERİ ULAŞAMIYORUZ LÜTFEN ACİL YARDIM EDİN KAHRAMAN MARAŞ ŞEHİT ADİL MAHALLESİ 67013 SOKAK NUMARA 4 LÜTFEN PAYLAŞALIM.#afaddeprem #AFAD,1,['notr'],2,1,153,0,male,person,"['deprem yardım', 'AFAD']",1,0,0,0,high,"Tweet, deprem sonrası kayıp bir kişiye ulaşmak için acil yardım çağrısı ve adres bilgisi paylaşımı içeriyor."
169,1627828164515733504,2023-02-21 00:30:52,"Yapmadığımız düzenleme ve önlemleri acilen gerçekleştirmeliyiz…

Beklenen #istanbul depremi için belirlenen bölge ve lokasyonlara şimdiden çadır falan depolamak değil 40.000 50.000 sayı ne kadar artıyorsa konteyner kentleri inşa etmeliyiz… #deprem",4,"['kaygi', 'arzu']",2,0,488,0,male,person,['#deprem'],0,0,1,0,high,"Tweet, deprem için pratik çözümler ve önlemler önererek problem odaklı bir yaklaşım sergiliyor."
170,1622505855391346688,2023-02-06 08:01:55,"@KeremOktenMeteo Türkiye de bulunan bütün Karavanlar a sefer görevi çıkartılıp ,Askeriye kontrolünde #deprem bölgelerine gönderilmeli… soğukta kimse açta açıkta kalmamalı @AFADBaskanlik https://t.co/Jk1NUr5ohY",1,['notr'],45,6,5747,0,male,person,"['#deprem', 'AFAD']",1,0,0,0,high,"Tweet, karavanların deprem bölgelerine gönderilmesi gibi pratik bir çözüm önerisi sunuyor."
171,1622932637110108161,2023-02-07 12:17:47,#YARDIMEDİN Nesrin Kayserilioğlu Serdar Kayserilioğlu                                   Akevler Mah. Işık evleri Apt A blok kat 2 +90 (535) 883 70 76 #antakya #Hatayvaliligi #AFADhatay yakınlarımıza ulaşamıyoruz lütfen acil yardım gönderin enkaz altındalar !!! @AFADBaskanlik,1,['uzuntu'],0,7,878,1,female,person,"['enkaz', 'AFAD']",1,1,0,0,high,"Tweet, enkaz altında kalan kişilere acil yardım çağrısı yaparak pratik çözüm arayışı ve duygusal bir yardım talebi içeriyor."
172,1623472246579773440,2023-02-09 00:02:00,"@gutitoli ❗❗❗❗❗❗❗Şazi Bey, 64005. Sk. Selam Apt. Kat 2 daire 7, 46040 Kahramanmaraş Merkez/Kahramanmaraş

Muhammet Altayhan (Çağlarsu). Leyla Nergiz, Osman Çağlarsu

Arkadaşım ve ailesi enkaz altında! Büyük vinç gerekiyor lütfen duyurun!",2,['uzuntu'],0,0,8,0,male,person,['enkaz'],1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini ve ihtiyaç duyulan yardımı belirterek pratik çözüm ve yardım koordinasyonu sağlamaya çalışıyor."
173,1627823884958326785,2023-02-21 00:13:52,"Ben artık her an deprem olacakmış hissinden avizeye bakmaktan her an bina yıkılacak mı korkusundan enkaz altında kalırsak ölür müyüz düşüncesinden bıktım ya

Ben artık huzurla uyku uyumak istiyorum gözlerimi kapatamadıgım günlerim var 
Resmen nöbet tutuyorum 
#depremoldu #deprem",4,"['ofke', 'arzu']",9,0,618,0,female,person,"['#deprem', 'enkaz']",0,1,0,0,high,"Tweet, deprem korkusu ve huzursuzluk gibi duygusal ifadeler içeriyor."
174,1623087157832196096,2023-02-07 22:31:48,@kubrapc o enkazdan çıkan ve bir umut anne-babanasına ulaşmak için sesini duyurmaya çalışan kızcağızı susturduğu/es geçtiği için mi mükemmel bir habercilik yaptı?,1,['onaylamama'],0,0,15,0,male,person,['enkaz'],0,1,0,0,high,"Tweet, bir kız çocuğunun çaresizliğine ve umuduna odaklanarak duygusal bir ifade içeriyor."
175,1623049837045481472,2023-02-07 20:03:30,@byzabkar @alitekintr @AFADBaskanlik @Kizilay @ihhinsaniyardim @haluklevent @ahbaphatay @ahbap @ProfDemirtas @OguzhanUgur Malesef gizem'i kaybettik,1,['uzuntu'],0,0,58,0,female,person,['AFAD'],0,1,0,0,high,"Tweet, bir kişinin kaybı nedeniyle üzüntü ve yas ifadesi içeriyor."
176,1623472019680514052,2023-02-09 00:01:06,"Şu anda eğitim-öğretimi devam eden Tıp Fakültesi 1., 2. ve 3. sınıf öğrencilerinin (Tıp Fakültesi 4., 5 ve 6. sınıf hariç)   eğitimine ara verilerek, derslere 20 Şubat 2023 tarihinde başlanmasına

oy birliği ile karar verildi.

@ankarauni
@necdetunuvar
@sks_ankara
#deprem",2,['notr'],4,2,647,0,male,org,['#deprem'],1,0,0,0,high,"Tweet, eğitim-öğretimle ilgili pratik bir çözüm ve bilgi paylaşımı içeriyor."
177,1624927311790317575,2023-02-13 00:23:55,"İki süreci yönetmeyi çok iyi biliyorlar.
1 - Algı süreci
2 - Seçim süreci
Gerisi Ahmet Hakan'ın dediği gibi hava civa

#uzaktan
#Pentagon
#depremzede
#Kahramanmaras",3,['ofke'],2,1,1210,0,male,person,['#deprem'],0,0,1,1,high,"Tweet, yönetim eleştirisi ve ironi içeriyor, bu nedenle meaning_making ve avoidance kategorilerine giriyor."
178,1623472035920846848,2023-02-09 00:01:10,8) Asla sıcak su torbası ve elektrikli battaniye gibi ürünlerle hastayı ısıtmaya çalışmayın. #Deprem #Turkey,2,['notr'],0,0,192,0,female,person,['#deprem'],1,0,0,0,high,"Tweet, deprem sonrası pratik bir çözüm önerisi sunarak problem odaklı başa çıkma stratejisi sergiliyor."
179,1623471968266641410,2023-02-09 00:00:54,"ELİF ULUPINAR
ENES ULUPINAR

Yahya Kemal, Vezir Hoca Blv. No:270 46030 DULKADİROĞLU/KAHRAMANMARAŞ Saitbey sitesi özçam market bulunan bina 

İletişim: MUSA ULUPINAR (babası)0507 116 70 51

Ses var. Yardım yok. #depremsondakika #acildeprem 
@OguzhanUgur @AFADBaskanlik @haluklevent",2,['notr'],14,32,8065,1,male,person,"['#deprem', 'deprem yardım', 'AFAD']",1,0,0,0,high,"Tweet, enkaz altında kalan kişilerin yerini ve iletişim bilgilerini paylaşarak yardım çağrısında bulunuyor, bu nedenle problem odaklı bir yaklaşım sergiliyor."
180,1624921467770007553,2023-02-13 00:00:42,@KendineMuhabir Nasıl görmediniz ya çocuk Hastanesi'ne olan ihtiyaçlar iki gün önce elimize ulaşacaktı ama yardım ekibinin mini deposunu yağmalandı yeter kimse üstümüzden yalanlar söyleyerek siyaset yapmasın hala enkazın altında olan insanlarımız varken dahi siyaset yapmak nasıl vicdansızlıktır,3,"['onaylamama', 'ofke']",5,0,453,0,female,person,['enkaz'],0,0,1,0,high,"Tweet, yardımın gecikmesi ve siyaset yapılmasına yönelik eleştiri ve sorumluluk atfı içeriyor."
181,1627831491333087232,2023-02-21 00:44:05,@Kandilli_info Kurban olduğum Allah'ım Corona oldu evden çıkamadık şimdi de  depremden dolayı eve giremiyoruz. Ya rabbim sen bizi affet. Allah hepimizin yardımcısı olsun 🤲,4,['uzuntu'],6,0,1559,0,male,person,['deprem yardım'],0,1,1,0,high,"Tweet, dua ve Allah'a yakarış ile duygusal ifade içeriyor ve dini anlam çıkarma yapıyor."
182,1623472219480371200,2023-02-09 00:01:54,"İmkanı olan HERKES demir kesme makası beton kırma çekici kazım yapma aletleri alıp deprem bölgesine gitsin gidemeyenler buradan yardım toplama paketleme gibi destekler versin BUGÜN TÜM DÜNYA TÜRKİYE HERKES TÜRK sizde siyasetçi Parti valilik belediye olmayın tek yürek olun
#deprem https://t.co/Ef4bpSiUIe",2,['arzu'],0,0,192,0,male,person,"['#deprem', 'deprem yardım']",1,0,0,0,high,"Tweet, deprem bölgesine yardım için pratik çözümler ve eylem çağrısı yaparak problem odaklı bir yaklaşım sergiliyor."
183,1627826075492311041,2023-02-21 00:22:34,"Video yeni mi eski mi bilmiyorum. Sakarya Sapanca da çekilmiş. Bugün @HavaForum tarafından paylaşılmış. Bu kadar felaket normal mi ?

#depremadana #depremden #Defne #defnebelediyesi #defnedeprem #Ahbap #AhbapDernegi #HalukLevent #earthquake #AtomicHeart #Ukraine #turkeyearthquake https://t.co/6XZ2aO9MVE",4,['notr'],9,4,2638,1,male,person,['#deprem'],0,0,1,0,medium,"Tweet, yaşanan felaketlerin normal olup olmadığını sorgulayarak toplumsal bir anlam çıkarma çabası içeriyor."
184,1624927332229054464,2023-02-13 00:24:00,"Yıllarca bir ev alabilmek için çalış sonra aldığın o evden #SesimiDuyanVarmı çığlıklarıyla kurtulmayı bekle…

#depremzede",3,['ofke'],6,0,201,1,male,person,['#deprem'],0,1,1,0,high,"Tweet, deprem sonrası yaşanan çaresizlik ve hayal kırıklığını ifade ederken, aynı zamanda toplumsal bir eleştiri ve anlam çıkarma içeriyor."
